date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,game_winner,penalty_winner,first_shooter,Shootout,team,scorer,minute,own_goal,penalty,Total attendance,Average attendance per game,year
1930-07-13,Belgium,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,United States,,,False,United States,Bart McGhee,23.0,False,False,434000,24139,1930
1930-07-13,Belgium,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,United States,,,False,United States,Tom Florie,45.0,False,False,434000,24139,1930
1930-07-13,Belgium,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,United States,,,False,United States,Bert Patenaude,69.0,False,False,434000,24139,1930
1930-07-13,France,Mexico,4,1,FIFA World Cup,Montevideo,Uruguay,True,France,,,False,France,Lucien Laurent,19.0,False,False,434000,24139,1930
1930-07-13,France,Mexico,4,1,FIFA World Cup,Montevideo,Uruguay,True,France,,,False,France,Marcel Langiller,40.0,False,False,434000,24139,1930
1930-07-13,France,Mexico,4,1,FIFA World Cup,Montevideo,Uruguay,True,France,,,False,France,André Maschinot,43.0,False,False,434000,24139,1930
1930-07-13,France,Mexico,4,1,FIFA World Cup,Montevideo,Uruguay,True,France,,,False,Mexico,Juan Carreño,70.0,False,False,434000,24139,1930
1930-07-13,France,Mexico,4,1,FIFA World Cup,Montevideo,Uruguay,True,France,,,False,France,André Maschinot,87.0,False,False,434000,24139,1930
1930-07-14,Brazil,Yugoslavia,1,2,FIFA World Cup,Montevideo,Uruguay,True,Yugoslavia,,,False,Yugoslavia,Aleksandar Tirnanić,21.0,False,False,434000,24139,1930
1930-07-14,Brazil,Yugoslavia,1,2,FIFA World Cup,Montevideo,Uruguay,True,Yugoslavia,,,False,Yugoslavia,Ivan Bek,30.0,False,False,434000,24139,1930
1930-07-14,Brazil,Yugoslavia,1,2,FIFA World Cup,Montevideo,Uruguay,True,Yugoslavia,,,False,Brazil,Preguinho,62.0,False,False,434000,24139,1930
1930-07-14,Peru,Romania,1,3,FIFA World Cup,Montevideo,Uruguay,True,Romania,,,False,Romania,Adalbert Deşu,1.0,False,False,434000,24139,1930
1930-07-14,Peru,Romania,1,3,FIFA World Cup,Montevideo,Uruguay,True,Romania,,,False,Peru,Luis de Souza,75.0,False,False,434000,24139,1930
1930-07-14,Peru,Romania,1,3,FIFA World Cup,Montevideo,Uruguay,True,Romania,,,False,Romania,Constantin Stanciu,79.0,False,False,434000,24139,1930
1930-07-14,Peru,Romania,1,3,FIFA World Cup,Montevideo,Uruguay,True,Romania,,,False,Romania,Miklós Kovács,89.0,False,False,434000,24139,1930
1930-07-15,Argentina,France,1,0,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Luis Monti,81.0,False,False,434000,24139,1930
1930-07-16,Chile,Mexico,3,0,FIFA World Cup,Montevideo,Uruguay,True,Chile,,,False,Chile,Carlos Vidal,3.0,False,False,434000,24139,1930
1930-07-16,Chile,Mexico,3,0,FIFA World Cup,Montevideo,Uruguay,True,Chile,,,False,Chile,Manuel Rosas,52.0,True,False,434000,24139,1930
1930-07-16,Chile,Mexico,3,0,FIFA World Cup,Montevideo,Uruguay,True,Chile,,,False,Chile,Carlos Vidal,65.0,False,False,434000,24139,1930
1930-07-17,Bolivia,Yugoslavia,0,4,FIFA World Cup,Montevideo,Uruguay,True,Yugoslavia,,,False,Yugoslavia,Ivan Bek,60.0,False,False,434000,24139,1930
1930-07-17,Bolivia,Yugoslavia,0,4,FIFA World Cup,Montevideo,Uruguay,True,Yugoslavia,,,False,Yugoslavia,Blagoje Marjanović,65.0,False,False,434000,24139,1930
1930-07-17,Bolivia,Yugoslavia,0,4,FIFA World Cup,Montevideo,Uruguay,True,Yugoslavia,,,False,Yugoslavia,Ivan Bek,67.0,False,False,434000,24139,1930
1930-07-17,Bolivia,Yugoslavia,0,4,FIFA World Cup,Montevideo,Uruguay,True,Yugoslavia,,,False,Yugoslavia,Đorđe Vujadinović,85.0,False,False,434000,24139,1930
1930-07-17,Paraguay,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,United States,,,False,United States,Bert Patenaude,10.0,False,False,434000,24139,1930
1930-07-17,Paraguay,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,United States,,,False,United States,Bert Patenaude,15.0,False,False,434000,24139,1930
1930-07-17,Paraguay,United States,0,3,FIFA World Cup,Montevideo,Uruguay,True,United States,,,False,United States,Bert Patenaude,50.0,False,False,434000,24139,1930
1930-07-18,Uruguay,Peru,1,0,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Héctor Castro,65.0,False,False,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Guillermo Stábile,8.0,False,False,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Adolfo Zumelzú,12.0,False,False,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Guillermo Stábile,17.0,False,False,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Mexico,Manuel Rosas,42.0,False,True,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Francisco Varallo,53.0,False,False,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Adolfo Zumelzú,55.0,False,False,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Mexico,Manuel Rosas,65.0,False,False,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Mexico,Roberto Gayón,75.0,False,False,434000,24139,1930
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Guillermo Stábile,80.0,False,False,434000,24139,1930
1930-07-19,Chile,France,1,0,FIFA World Cup,Montevideo,Uruguay,True,Chile,,,False,Chile,Guillermo Subiabre,67.0,False,False,434000,24139,1930
1930-07-20,Belgium,Paraguay,0,1,FIFA World Cup,Montevideo,Uruguay,True,Paraguay,,,False,Paraguay,Luis Vargas Peña,40.0,False,False,434000,24139,1930
1930-07-20,Bolivia,Brazil,0,4,FIFA World Cup,Montevideo,Uruguay,True,Brazil,,,False,Brazil,Moderato Wisintainer,37.0,False,False,434000,24139,1930
1930-07-20,Bolivia,Brazil,0,4,FIFA World Cup,Montevideo,Uruguay,True,Brazil,,,False,Brazil,Preguinho,57.0,False,False,434000,24139,1930
1930-07-20,Bolivia,Brazil,0,4,FIFA World Cup,Montevideo,Uruguay,True,Brazil,,,False,Brazil,Moderato Wisintainer,73.0,False,False,434000,24139,1930
1930-07-20,Bolivia,Brazil,0,4,FIFA World Cup,Montevideo,Uruguay,True,Brazil,,,False,Brazil,Preguinho,83.0,False,False,434000,24139,1930
1930-07-21,Uruguay,Romania,4,0,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Pablo Dorado,7.0,False,False,434000,24139,1930
1930-07-21,Uruguay,Romania,4,0,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Héctor Scarone,26.0,False,False,434000,24139,1930
1930-07-21,Uruguay,Romania,4,0,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Peregrino Anselmo,31.0,False,False,434000,24139,1930
1930-07-21,Uruguay,Romania,4,0,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Pedro Cea,35.0,False,False,434000,24139,1930
1930-07-22,Argentina,Chile,3,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Guillermo Stábile,12.0,False,False,434000,24139,1930
1930-07-22,Argentina,Chile,3,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Guillermo Stábile,13.0,False,False,434000,24139,1930
1930-07-22,Argentina,Chile,3,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Chile,Guillermo Subiabre,15.0,False,False,434000,24139,1930
1930-07-22,Argentina,Chile,3,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Mario Evaristo,51.0,False,False,434000,24139,1930
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Luis Monti,20.0,False,False,434000,24139,1930
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Alejandro Scopelli,56.0,False,False,434000,24139,1930
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Guillermo Stábile,69.0,False,False,434000,24139,1930
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Carlos Peucelle,80.0,False,False,434000,24139,1930
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Carlos Peucelle,85.0,False,False,434000,24139,1930
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,Argentina,Guillermo Stábile,87.0,False,False,434000,24139,1930
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,True,Argentina,,,False,United States,Jim Brown,89.0,False,False,434000,24139,1930
1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Yugoslavia,Đorđe Vujadinović,4.0,False,False,434000,24139,1930
1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Pedro Cea,18.0,False,False,434000,24139,1930
1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Peregrino Anselmo,20.0,False,False,434000,24139,1930
1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Peregrino Anselmo,31.0,False,False,434000,24139,1930
1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Santos Iriarte,61.0,False,False,434000,24139,1930
1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Pedro Cea,67.0,False,False,434000,24139,1930
1930-07-27,Uruguay,Yugoslavia,6,1,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Pedro Cea,72.0,False,False,434000,24139,1930
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Pablo Dorado,12.0,False,False,434000,24139,1930
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Argentina,Carlos Peucelle,20.0,False,False,434000,24139,1930
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Argentina,Guillermo Stábile,37.0,False,False,434000,24139,1930
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Pedro Cea,57.0,False,False,434000,24139,1930
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Santos Iriarte,68.0,False,False,434000,24139,1930
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,False,Uruguay,,,False,Uruguay,Héctor Castro,89.0,False,False,434000,24139,1930
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Argentina,Ernesto Belis,4.0,False,False,395000,23235,1934
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Argentina,Ernesto Belis,4.0,False,False,2527348,48411,1990
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Sweden,Sven Jonasson,9.0,False,False,395000,23235,1934
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Sweden,Sven Jonasson,9.0,False,False,2527348,48411,1990
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Argentina,Alberto Galateo,48.0,False,False,395000,23235,1934
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Argentina,Alberto Galateo,48.0,False,False,2527348,48411,1990
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Sweden,Sven Jonasson,67.0,False,False,395000,23235,1934
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Sweden,Sven Jonasson,67.0,False,False,2527348,48411,1990
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Sweden,Knut Kroon,79.0,False,False,395000,23235,1934
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,,,False,Sweden,Knut Kroon,79.0,False,False,2527348,48411,1990
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,France,Jean Nicolas,18.0,False,False,395000,23235,1934
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,France,Jean Nicolas,18.0,False,False,2527348,48411,1990
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,Austria,Matthias Sindelar,44.0,False,False,395000,23235,1934
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,Austria,Matthias Sindelar,44.0,False,False,2527348,48411,1990
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,Austria,Anton Schall,93.0,False,False,395000,23235,1934
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,Austria,Anton Schall,93.0,False,False,2527348,48411,1990
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,Austria,Josef Bican,109.0,False,False,395000,23235,1934
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,Austria,Josef Bican,109.0,False,False,2527348,48411,1990
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,France,Georges Verriest,116.0,False,True,395000,23235,1934
1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,,,False,France,Georges Verriest,116.0,False,True,2527348,48411,1990
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Stanislaus Kobierski,25.0,False,False,395000,23235,1934
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Stanislaus Kobierski,25.0,False,False,2527348,48411,1990
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Belgium,Bernard Voorhoof,29.0,False,False,395000,23235,1934
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Belgium,Bernard Voorhoof,29.0,False,False,2527348,48411,1990
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Belgium,Bernard Voorhoof,43.0,False,False,395000,23235,1934
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Belgium,Bernard Voorhoof,43.0,False,False,2527348,48411,1990
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Otto Siffling,49.0,False,False,395000,23235,1934
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Otto Siffling,49.0,False,False,2527348,48411,1990
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Edmund Conen,66.0,False,False,395000,23235,1934
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Edmund Conen,66.0,False,False,2527348,48411,1990
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Edmund Conen,70.0,False,False,395000,23235,1934
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Edmund Conen,70.0,False,False,2527348,48411,1990
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Edmund Conen,87.0,False,False,395000,23235,1934
1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,,,False,Germany,Edmund Conen,87.0,False,False,2527348,48411,1990
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,,,False,Spain,José Iraragorri,18.0,False,True,395000,23235,1934
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,,,False,Spain,José Iraragorri,18.0,False,True,2527348,48411,1990
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,,,False,Spain,José Iraragorri,25.0,False,False,395000,23235,1934
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,,,False,Spain,José Iraragorri,25.0,False,False,2527348,48411,1990
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,,,False,Spain,Isidro Lángara,29.0,False,False,395000,23235,1934
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,,,False,Spain,Isidro Lángara,29.0,False,False,2527348,48411,1990
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,,,False,Brazil,Leônidas,55.0,False,False,395000,23235,1934
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,,,False,Brazil,Leônidas,55.0,False,False,2527348,48411,1990
1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,Czechoslovakia,,,False,Romania,Ștefan Dobay,11.0,False,False,395000,23235,1934
1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,Czechoslovakia,,,False,Romania,Ștefan Dobay,11.0,False,False,2527348,48411,1990
1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,Czechoslovakia,,,False,Czechoslovakia,Antonín Puč,50.0,False,False,395000,23235,1934
1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,Czechoslovakia,,,False,Czechoslovakia,Antonín Puč,50.0,False,False,2527348,48411,1990
1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,Czechoslovakia,,,False,Czechoslovakia,Oldřich Nejedlý,67.0,False,False,395000,23235,1934
1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,Czechoslovakia,,,False,Czechoslovakia,Oldřich Nejedlý,67.0,False,False,2527348,48411,1990
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Hungary,Pál Teleki,11.0,False,False,395000,23235,1934
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Hungary,Pál Teleki,11.0,False,False,2527348,48411,1990
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Hungary,Géza Toldi,31.0,False,False,395000,23235,1934
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Hungary,Géza Toldi,31.0,False,False,2527348,48411,1990
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Egypt,Abdulrahman Fawzi,35.0,False,False,395000,23235,1934
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Egypt,Abdulrahman Fawzi,35.0,False,False,2527348,48411,1990
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Egypt,Abdulrahman Fawzi,39.0,False,False,395000,23235,1934
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Egypt,Abdulrahman Fawzi,39.0,False,False,2527348,48411,1990
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Hungary,Jenő Vincze,53.0,False,False,395000,23235,1934
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Hungary,Jenő Vincze,53.0,False,False,2527348,48411,1990
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Hungary,Géza Toldi,61.0,False,False,395000,23235,1934
1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,,,False,Hungary,Géza Toldi,61.0,False,False,2527348,48411,1990
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Angelo Schiavio,18.0,False,False,395000,23235,1934
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Angelo Schiavio,18.0,False,False,2527348,48411,1990
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Raimundo Orsi,20.0,False,False,395000,23235,1934
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Raimundo Orsi,20.0,False,False,2527348,48411,1990
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Angelo Schiavio,29.0,False,False,395000,23235,1934
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Angelo Schiavio,29.0,False,False,2527348,48411,1990
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,United States,Aldo Donelli,57.0,False,False,395000,23235,1934
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,United States,Aldo Donelli,57.0,False,False,2527348,48411,1990
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Giovanni Ferrari,63.0,False,False,395000,23235,1934
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Giovanni Ferrari,63.0,False,False,2527348,48411,1990
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Angelo Schiavio,64.0,False,False,395000,23235,1934
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Angelo Schiavio,64.0,False,False,2527348,48411,1990
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Raimundo Orsi,69.0,False,False,395000,23235,1934
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Raimundo Orsi,69.0,False,False,2527348,48411,1990
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Giuseppe Meazza,90.0,False,False,395000,23235,1934
1934-05-27,Italy,United States,7,1,FIFA World Cup,Rome,Italy,False,Italy,,,False,Italy,Giuseppe Meazza,90.0,False,False,2527348,48411,1990
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Switzerland,Leopold Kielholz,7.0,False,False,395000,23235,1934
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Switzerland,Leopold Kielholz,7.0,False,False,2527348,48411,1990
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Netherlands,Kick Smit,29.0,False,False,395000,23235,1934
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Netherlands,Kick Smit,29.0,False,False,2527348,48411,1990
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Switzerland,Leopold Kielholz,43.0,False,False,395000,23235,1934
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Switzerland,Leopold Kielholz,43.0,False,False,2527348,48411,1990
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Switzerland,André Abegglen,66.0,False,False,395000,23235,1934
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Switzerland,André Abegglen,66.0,False,False,2527348,48411,1990
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Netherlands,Leen Vente,69.0,False,False,395000,23235,1934
1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,,,False,Netherlands,Leen Vente,69.0,False,False,2527348,48411,1990
1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,Austria,,,False,Austria,Johann Horvath,8.0,False,False,395000,23235,1934
1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,Austria,,,False,Austria,Johann Horvath,8.0,False,False,2527348,48411,1990
1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,Austria,,,False,Austria,Karl Zischek,51.0,False,False,395000,23235,1934
1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,Austria,,,False,Austria,Karl Zischek,51.0,False,False,2527348,48411,1990
1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,Austria,,,False,Hungary,György Sárosi,60.0,False,True,395000,23235,1934
1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,Austria,,,False,Hungary,György Sárosi,60.0,False,True,2527348,48411,1990
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,Czechoslovakia,,,False,Switzerland,Leopold Kielholz,18.0,False,False,395000,23235,1934
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,Czechoslovakia,,,False,Switzerland,Leopold Kielholz,18.0,False,False,2527348,48411,1990
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,Czechoslovakia,,,False,Czechoslovakia,František Svoboda,24.0,False,False,395000,23235,1934
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,Czechoslovakia,,,False,Czechoslovakia,František Svoboda,24.0,False,False,2527348,48411,1990
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,Czechoslovakia,,,False,Czechoslovakia,Jiří Sobotka,49.0,False,False,395000,23235,1934
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,Czechoslovakia,,,False,Czechoslovakia,Jiří Sobotka,49.0,False,False,2527348,48411,1990
1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,Czechoslovakia,,,False,Switzerland,Willy Jäggi,78.0,False,False,395000,23235,1934
